,title,lat,lng,price,link,time,duration,address,neighborhood,points,obs,category,mail
186,Palais de la Découverte,48.866222,2.310697,0,http://www.palais-decouverte.fr/,Closed until further notice,03:00:00,"Av Franklin D Roosevelt, 75008 Paris France",Neighborhood: Champs-Élysées,768,"#201 of 3,296 things to do in Paris",Science Museums • Observatories & Planetariums,Visit websiteCallEmail
187,Eglise Saint-Gervais Saint-Protais,48.85536,2.35522,0,/RestaurantsNear-g187147-d191242-Eglise_Saint_Gervais_Saint_Protais-Paris_Ile_de_France.html,7:00 AM - 9:00 PM,01:00:00,"13 rue des Barres, 75004 Paris France",Neighborhood: Saint-Gervais,118,"#193 of 3,296 things to do in Paris",Religious Sites,
188,Square du Vert-Galant,48.857574,2.340194,0,http://www.vedettesdupontneuf.com,404,01:30:00,"1 Square du Vert Galant, 75001 Paris France",Neighborhood: Ile de la Cité / Ile Saint-Louis,175,"#150 of 3,296 things to do in Paris",Points of Interest & Landmarks • Parks • Gardens,Visit websiteCall
189,Viaduc des Arts,48.84441,2.38158,0,http://www.leviaducdesarts.com,404,01:30:00,"1 au 129 avenue Daumesnil, 75012 Paris France",Neighborhood: Quinze-Vingts,140,"#228 of 3,296 things to do in Paris",Points of Interest & Landmarks • Historic Walking Areas • Parks,Visit websiteCallEmail
190,Jewish quarter,48.85886,2.35896,0,/RestaurantsNear-g187147-d246227-Jewish_quarter-Paris_Ile_de_France.html,10:00 AM - 6:00 PM,01:30:00,"71 rue du Temple Musée d'art et d'histoire du Judaïsme, 75003 Paris France",Neighborhood: 3rd Arr. - Temple,66,"#302 of 3,296 things to do in Paris",Neighborhoods,
191,Eglise Saint-Paul Saint-Louis,48.854935,2.361603,0,http://www.spsl.fr,8:00 AM - 8:00 PM,01:30:00,"99 rue Saint Antoine, 75004 Paris France",Neighborhood: Saint-Gervais,158,"#119 of 3,296 things to do in Paris",Churches & Cathedrals,Visit websiteCallEmail
192,Lac Daumesnil,48.829105,2.416336,0,http://www.paris.fr/jardins#les-lacs,404,01:30:00,404,Neighborhood: Bois de Vincennes,44,"#278 of 3,296 things to do in Paris",Bodies of Water,Visit website
193,Fondation Custodia,48.8614,2.31978,0,http://www.fondationcustodia.fr/english/index.cfm,404,01:00:00,"121 rue de Lille, 75007 Paris France",Neighborhood: Tour Eiffel / Invalides,43,"#300 of 3,296 things to do in Paris",Speciality Museums,Visit websiteCall
194,Galeries de Paléontologie et d'Anatomie comparée,48.843216,2.363263,0,http://www.jardindesplantesdeparis.fr/fr/programme/galeries-jardins-zoo-bibliotheques/galerie-paleontologie-danatomie-comparee-2770,10:00 AM - 6:00 PM,01:30:00,"2 rue Buffon Ne répond pas et boite vocale saturée., 75005 Paris France",Neighborhood: 5th Arr. - Panthéon,146,"#218 of 3,296 things to do in Paris",Natural History Museums,Visit websiteCallEmail
195,Jeanne d'Arc,48.86375,2.332041,0,/RestaurantsNear-g187147-d8763668-Jeanne_d_Arc-Paris_Ile_de_France.html,404,01:00:00,"4 Place des Pyramides, 75001 Paris France",Neighborhood: Louvre / Palais-Royal,130,"#183 of 3,296 things to do in Paris",Monuments & Statues,
196,Belleville  neighbourhood,48.87155,2.385214,0,/RestaurantsNear-g187147-d3207796-Belleville_neighbourhood-Paris_Ile_de_France.html,404,01:30:00,404,Neighborhood: Belleville / Père Lachaise,66,"#487 of 3,296 things to do in Paris",Historic Walking Areas,
197,Palais de la Porte Dorée,48.835094,2.409111,0,http://www.palais-portedoree.fr,10:00 AM - 7:00 PM,02:30:00,"293 avenue Daumesnil, 75012 Paris France",Neighborhood: Bercy / Nation,227,"#122 of 3,296 things to do in Paris",Speciality Museums,Visit websiteCallEmail
198,Saint-Augustin Church,48.875774,2.31916,0,http://www.saintaugustin.net,404,01:30:00,"8 avenue Cesar Caire, 75008 Paris France",Neighborhood: 8th Arr. - Élysée,119,"#154 of 3,296 things to do in Paris",Churches & Cathedrals,Visit websiteCall
199,3rd Arrondissement,48.863335,2.358881,0,/RestaurantsNear-g187147-d6642127-3rd_Arrondissement-Paris_Ile_de_France.html,404,01:30:00,404,Neighborhood: 3rd Arr. - Temple,66,"#240 of 3,296 things to do in Paris",Neighborhoods,
200,Printemps,48.87401,2.328071,0,http://www.printempsfrance.com/,11:00 AM - 7:00 PM,02:30:00,"64 boulevard Haussmann, 75009 Paris France",Neighborhood: 9th Arr. - Opéra,"1,163","#200 of 3,296 things to do in Paris",Department Stores,Visit websiteCall
201,Le Passe-Muraille,48.8876,2.33756,0,http://parissecret.com/histoire-de-la-plus-atypique-des-sculptures-le-passe-muraille-de-montmartre-paris/,404,01:30:00,"Place Marcel Aymé intersection rue Norvins / rue Girardon, 75018 Paris France",Neighborhood: 18th Arr. - Buttes-Montmartre,149,"#205 of 3,296 things to do in Paris",Monuments & Statues,Visit website
202,La Rue des Rosiers,48.85757,2.35876,0,http://www.parismarais.com/fr/decouvrez-le-marais/les-quartiers-du-marais/la-rue-des-rosiers.html,404,01:30:00,"Rue des Rosiers, 75004 Paris France",Neighborhood: Saint-Gervais,38,"#353 of 3,296 things to do in Paris",Points of Interest & Landmarks,Visit website
203,Musee Cernuschi,48.879635,2.312564,0,http://cernuschi.paris.fr,10:00 AM - 6:00 PM,01:30:00,"7 avenue Velasquez, 75008 Paris France",Neighborhood: 8th Arr. - Élysée,204,"#151 of 3,296 things to do in Paris",Art Museums,Visit websiteCall
204,Bercy Village,48.83318,2.38594,0,http://www.bercyvillage.com/,10:00 AM - 2:00 AM,01:30:00,"28 rue Francois Truffaut, 75012 Paris France",Neighborhood: 12th Arr. - Reuilly,650,"#152 of 3,296 things to do in Paris",Neighborhoods,Visit websiteCall
205,Institut de France,48.857723,2.337267,0,http://www.institut-de-france.fr/,404,01:30:00,"23 quai Conti 6e, 75270 Paris France",Neighborhood: 6th Arr. - Luxembourg,82,"#231 of 3,296 things to do in Paris",Speciality Museums,Visit websiteCallEmail
206,Le Mur des Je t'aime,48.88488,2.338548,0,http://www.lesjetaime.com,8:00 AM - 6:00 PM,01:30:00,"Square Jehan Rictus, 75018 Paris France",Neighborhood: Clignancourt,703,"#166 of 3,296 things to do in Paris",Points of Interest & Landmarks • Monuments & Statues,Visit website
207,14th Arrondissement,48.831654,2.326099,0,/RestaurantsNear-g187147-d6651037-14th_Arrondissement-Paris_Ile_de_France.html,404,01:30:00,404,Neighborhood: Petit-Montrouge,87,"#268 of 3,296 things to do in Paris",Neighborhoods,
208,17th Arrondissement,48.891113,2.319139,0,http://www.hotelduette.com,404,01:30:00,"Rue De Levis, 75017 Paris France",Neighborhood: Épinettes,60,"#331 of 3,296 things to do in Paris",Neighborhoods,Visit websiteCall
209,Musée de la Liberation de Paris - Musee du general Leclerc - Musee Jean Moulin,48.83411,2.331621,0,http://www.museeliberation-leclerc-moulin.paris.fr/,10:00 AM - 5:45 PM,01:00:00,"Place Denfert-Rochereau 4 Avenue Du Colonel Henri Rol-Tanguy, 75014 Paris France",Neighborhood: Montparnasse,107,"#223 of 3,296 things to do in Paris",Military Museums • History Museums,Visit websiteCall
210,Ile des Cygnes (Isle of the Swans),48.852318,2.281858,0,http://www.parisinfo.com/musee-monument-paris/146156/Ile-aux-Cygnes,404,01:30:00,404,Neighborhood: 16th Arr. - Passy,131,"#238 of 3,296 things to do in Paris",Islands • Parks,Visit website
211,Bassin de la Villette,48.886623,2.375977,0,http://quefaire.paris.fr/27682/paris-plages-autour-du-bassin-de-la-villette,404,01:30:00,404,Neighborhood: La Villette,101,"#227 of 3,296 things to do in Paris",Bodies of Water,Visit website
212,Parc Georges Brassens,48.83208,2.302618,0,http://equipement.paris.fr/parc-georges-brassens-1805,404,03:00:00,"2 Place Jacques Marette, 75015 Paris France",Neighborhood: Saint-Lambert,56,"#359 of 3,296 things to do in Paris",Parks • Gardens,Visit website
214,Square des Batignolles,48.888325,2.315471,0,/RestaurantsNear-g187147-d6277967-Square_des_Batignolles-Paris_Ile_de_France.html,404,01:30:00,"145 rue Cardinet, 75017 Paris France",Neighborhood: Batignolles,56,"#257 of 3,296 things to do in Paris",Parks • Gardens,
215,Hotel de Lauzun,48.8517,2.35905,0,tel:%2B33%201%2043%2054%2027%2014,404,01:30:00,"17 quai D Anjou, 75004 Paris France",Neighborhood: Ile de la Cité / Ile Saint-Louis,32,"#386 of 3,296 things to do in Paris",Historic Sites • Architectural Buildings,Call
216,Hotel de Sens,48.85343,2.35918,0,/RestaurantsNear-g187147-d3405923-Hotel_de_Sens-Paris_Ile_de_France.html,404,01:30:00,"1 rue du Figuier, 75004 Paris France",Neighborhood: Saint-Gervais,69,"#290 of 3,296 things to do in Paris",Historic Sites,
217,Rue St-Dominique,48.85773,2.30051,0,http://www.parisrues.com/rues07/paris-07-rue-saint-dominique.html,12:00 AM - 11:59 PM,01:30:00,"rue St.-Dominique, 75007 Paris France",Neighborhood: Gros-Caillou,104,"#305 of 3,296 things to do in Paris",Points of Interest & Landmarks,Visit website
218,Marché Grenelle,48.849888,2.295306,0,http://equipement.paris.fr/marche-grenelle-5502,7:00 AM - 3:00 PM,01:30:00,"Bd de Grenelle, 75015 Paris France",Neighborhood: Grenelle,61,"#283 of 3,296 things to do in Paris",Points of Interest & Landmarks,Visit websiteCall
219,Right Bank (Rive Droite),48.85944,2.336116,0,/RestaurantsNear-g187147-d190000-Right_Bank_Rive_Droite-Paris_Ile_de_France.html,404,01:30:00,404,Neighborhood: Louvre / Palais-Royal,108,"#146 of 3,296 things to do in Paris",Neighborhoods,
220,Hotel De La Paiva,48.86939,2.30771,0,/RestaurantsNear-g187147-d4002308-Hotel_De_La_Paiva-Paris_Ile_de_France.html,404,01:30:00,"25 avenue des Champs Elysees, 75008 Paris France",Neighborhood: Champs-Élysées,29,"#433 of 3,296 things to do in Paris",Historic Sites,
221,Bibliotheque Sainte-Genevieve,48.84685,2.345943,0,http://www-bsg.univ-paris1.fr/,404,01:30:00,"10 Place du Pantheon, 75005 Paris France",Neighborhood: 5th Arr. - Panthéon,43,"#349 of 3,296 things to do in Paris",Libraries,Visit websiteCall
222,Parc Floral de Paris,48.838493,2.444345,0,http://www.parcfloraldeparis.com/parc_floral.html,404,01:30:00,"4 route de la Pyramide Bois de Vincennes, 12th, 75012 Paris France",Neighborhood: Bois de Vincennes,451,"#169 of 3,296 things to do in Paris",Parks,Visit websiteCall
223,Folies-Bergere,48.8743,2.344904,0,http://www.foliesbergere.com/,404,01:30:00,"32 rue Richer, 75009 Paris France",Neighborhood: 9th Arr. - Opéra,418,"#332 of 3,296 things to do in Paris",Theaters,Visit websiteCall
224,Musee d'Histoire de la Medecine,48.851154,2.341036,0,http://www.parisdescartes.fr/CULTURE/Musee-d-Histoire-de-la-Medecine,404,01:30:00,"12 rue de l Ecole de Medecine, 75006 Paris France",Neighborhood: Monnaie,51,"#415 of 3,296 things to do in Paris",Speciality Museums,Visit websiteCall
225,AccorHotels Arena,48.83863,2.378523,0,http://www.accorhotelsarena.com,404,01:30:00,"8 boulevard de Bercy, 75012 Paris France",Neighborhood: 12th Arr. - Reuilly,546,"#211 of 3,296 things to do in Paris",Theaters • Arenas & Stadiums,Visit websiteCall
227,Fontaine des Mers,48.864952,2.320745,0,/RestaurantsNear-g187147-d10059370-Fontaine_des_Mers-Paris_Ile_de_France.html,12:00 AM - 11:59 PM,01:00:00,"Place de la Concorde, 75008 Paris France",Neighborhood: Louvre / Palais-Royal,91,"#208 of 3,296 things to do in Paris",Fountains,
228,Galerie Vero-Dodat,48.8627,2.34077,0,http://www.passagesetgaleries.org/,404,01:30:00,"19 rue Jean Jacques Rousseau, 75001 Paris France",Neighborhood: Halles Quartier,55,"#309 of 3,296 things to do in Paris",Points of Interest & Landmarks • Scenic Walking Areas,Visit website
229,Le Clos Montmartre,48.8883,2.339968,0,http://www.comitedesfetesdemontmartre.com,404,01:00:00,"Rue des Saules, 75018 Paris France",Neighborhood: 18th Arr. - Buttes-Montmartre,61,"#391 of 3,296 things to do in Paris",Wineries & Vineyards,Visit websiteCallEmail
230,Pictus Cemetery (Cimetiere de Picpus),48.84426,2.39631,0,http://www.pariscemeteries.com/picpus-1,404,01:30:00,"35 rue de Picpus, 75012 Paris France",Neighborhood: 12th Arr. - Reuilly,87,"#214 of 3,296 things to do in Paris",Cemeteries,Visit websiteCall
231,Palais de Tokyo,48.86429,2.296656,0,http://www.palaisdetokyo.com/,12:00 PM - 12:00 AM,02:30:00,"13 avenue du President Wilson, 75116 Paris France",Neighborhood: 16th Arr. - Passy,624,"#176 of 3,296 things to do in Paris",Speciality Museums,Visit websiteCallEmail
232,Gare St. Lazare,48.87662,2.325261,0,http://www.gares-sncf.com/fr/gare/frpsl/paris-saint-lazare,5:00 AM - 1:15 AM,01:00:00,"13 rue d Amsterdam, 75008 Paris France",Neighborhood: 8th Arr. - Élysée,382,"#178 of 3,296 things to do in Paris",Points of Interest & Landmarks • Architectural Buildings,Visit websiteCall
233,Le Bataclan,48.863277,2.371063,0,http://www.bataclan.fr/,404,01:30:00,"50 bd Voltaire, 75011 Paris France",Neighborhood: Saint-Ambroise,84,"#384 of 3,296 things to do in Paris",Theaters,Visit websiteCall
234,Jardin d'Acclimatation,48.87807,2.264048,0,http://www.jardindacclimatation.fr,Closed until further notice,03:00:00,"Bois de Boulogne, 75116 Paris France",Neighborhood: 16th Arr. - Passy,"1,370","#219 of 3,296 things to do in Paris",Amusement & Theme Parks,Visit websiteCallEmail
235,Zadkine Museum,48.842937,2.333662,0,http://www.zadkine.paris.fr/fr/node,10:00 AM - 6:00 PM,01:00:00,"100 B rue d Assas Port Royal, 75006 Paris France",Neighborhood: 6th Arr. - Luxembourg,147,"#252 of 3,296 things to do in Paris",Art Museums,Visit websiteCall
236,Funiculaire de Montmartre,48.885197,2.342572,0,http://en.parisinfo.com/transport/103125/Funiculaire-de-Montmartre,6:00 AM - 12:45 AM,01:00:00,"Butte Montmartre, 75018 Paris France",Neighborhood: 18th Arr. - Buttes-Montmartre,292,"#232 of 3,296 things to do in Paris",Public Transportation Systems,Visit website
237,Les Halles,48.86246,2.34485,0,http://www.parisinfo.com/transports/118359/Quartier-des-Halles,12:00 AM - 11:59 PM,01:30:00,"101 Porte Berger, 75001 Paris France",Neighborhood: Les Halles,561,"#366 of 3,296 things to do in Paris",Neighborhoods,Visit website
238,Opera Comique,48.87101,2.337876,0,http://www.opera-comique.com/,404,01:30:00,"Place Boieldieu, 75002 Paris France",Neighborhood: Vivienne,49,"#405 of 3,296 things to do in Paris",Operas,Visit websiteCallEmail
239,Maison La Roche,48.85187,2.2654,0,http://www.fondationlecorbusier.fr,404,01:30:00,"10 Square du Docteur Blanche, 75016 Paris France",Neighborhood: 16th Arr. - Passy,53,"#406 of 3,296 things to do in Paris",Architectural Buildings,Visit websiteCallEmail
240,Marché Maubert,48.85018,2.34886,0,http://www.paris.fr/equipements/marche-maubert-5463#horaires,404,01:30:00,"Place maubert rue des Écoles, @ métro Maubert-Mutualité, 75005 Paris France",Neighborhood: 5th Arr. - Panthéon,90,"#267 of 3,296 things to do in Paris",Flea & Street Markets,Visit websiteCall
241,Rue Crémieux,48.84654,2.37042,0,/RestaurantsNear-g187147-d8106117-Rue_Cremieux-Paris_Ile_de_France.html,404,01:00:00,"Rue Crémieux, 75012 Paris France",Neighborhood: Bercy / Nation,156,"#242 of 3,296 things to do in Paris",Scenic Drives,
242,Place de la République,48.86746,2.36377,0,http://www.parisinfo.com/transports/90901/Place-de-la-Republique,11:00 AM - 5:00 PM,01:30:00,404,Neighborhood: 3rd Arr. - Temple,345,"#182 of 3,296 things to do in Paris",Points of Interest & Landmarks,Visit website
243,La Maison Europeenne de la Photographie,48.855076,2.359272,0,http://www.mep-fr.org/us/default_test_ok.htm,11:00 AM - 7:45 PM,01:30:00,"82 rue Francois Miron, 75004 Paris France",Neighborhood: Saint-Gervais,252,"#195 of 3,296 things to do in Paris",Speciality Museums,Visit websiteCall
244,Archeological Crypt of the Parvis of Notre-Dame,48.85365,2.347713,0,http://www.crypte.paris.fr/en/crypt,10:00 AM - 6:00 PM,01:30:00,"Place de Parvis, Ile de la Cite parvis Notre-Dame, 75004 Paris France",Neighborhood: Ile de la Cité / Ile Saint-Louis,601,"#213 of 3,296 things to do in Paris",Ancient Ruins,Visit websiteCall
245,Theatre in Paris,48.866444,2.357423,0,http://www.theatreinparis.com/,404,01:30:00,"14 rue Montgolfier, 75003 Paris France",Neighborhood: 3rd Arr. - Temple,394,"#52 of 3,296 things to do in Paris",Theaters,Visit websiteCallEmail
246,Mundolingua,48.85017,2.33469,0,http://www.mundolingua.org,10:00 AM - 7:00 PM,01:30:00,"10 rue Servandoni, 75006 Paris France",Neighborhood: 6th Arr. - Luxembourg,220,"#19 of 3,296 things to do in Paris",Speciality Museums,Visit websiteCallEmail
247,Eglise Saint-Ephrem-le-Syriaque,48.848377,2.347559,0,http://www.patrimoine-religieux.fr/eglises_edifices/75-Paris/75105-ParisVArrdt/172773-EgliseSaint-Ephrem-le-Syriaque(chapelledelanciencollegedesIrlandais),404,01:30:00,"17 rue des Carmes, 75005 Paris France",Neighborhood: 5th Arr. - Panthéon,45,"#328 of 3,296 things to do in Paris",Points of Interest & Landmarks • Churches & Cathedrals,Visit website
248,Eglise de St Jean Montmartre,48.88431,2.33817,0,http://www.saintjeandemontmartre.com,9:00 AM - 7:00 PM,01:30:00,"19 and 21 Rue des Abbesses, 75018 Paris France",Neighborhood: Grandes-Carrières,112,"#206 of 3,296 things to do in Paris",Churches & Cathedrals,Visit websiteCall
249,Halle St-Pierre,48.88495,2.344504,0,http://www.hallesaintpierre.org,404,01:30:00,"2 rue Ronsard, 75018 Paris France",Neighborhood: 18th Arr. - Buttes-Montmartre,74,"#274 of 3,296 things to do in Paris",Art Museums,Visit websiteCall
250,Aquarium Tropical de la Porte Doree,48.8347,2.40939,0,http://www.aquarium-portedoree.fr/,10:00 AM - 7:00 PM,01:30:00,"293 avenue Daumesnil, 75012 Paris France",Neighborhood: Bercy / Nation,316,"#161 of 3,296 things to do in Paris",Aquariums,Visit websiteCall
251,Place des Victoires,48.86577,2.341169,0,https://en.parisinfo.com/transport/90956/Place-des-Victoires,404,01:30:00,404,Neighborhood: Vivienne,93,"#296 of 3,296 things to do in Paris",Points of Interest & Landmarks,Visit website
252,Musee Carnavalet - Histoire de Paris,48.857853,2.363474,0,http://carnavalet.paris.fr/,10:00 AM - 6:00 PM,03:00:00,"16 rue des Francs Bourgeois, 75003 Paris France",Neighborhood: 3rd Arr. - Temple,"1,374","#104 of 3,296 things to do in Paris",Speciality Museums,Visit websiteCallEmail
253,Paris Marathon,48.871326,2.303049,0,http://www.schneiderelectricparismarathon.com/fr,404,01:30:00,"1 Place Charles de Gaulle Arc de Triomphe, 75008 Paris France",Neighborhood: Champs-Élysées,44,"#354 of 3,296 things to do in Paris",Sporting Events,Visit website
254,Jardin de l'Hotel de Sully,48.85441,2.36369,0,http://www.hotel-de-sully.fr/,404,01:00:00,"62 rue Saint Antoine, 75186 Paris France",Neighborhood: Le Marais,89,"#220 of 3,296 things to do in Paris",Gardens,Visit websiteCall
255,Eglise Val-de-Grace,48.84054,2.34177,0,tel:%2B33%201%2040%2051%2051%2092,404,01:30:00,"1 Place Alphonse Laveran 5e, 75005 Paris France",Neighborhood: 5th Arr. - Panthéon,56,"#246 of 3,296 things to do in Paris",Architectural Buildings • Religious Sites,Call
256,Grands Boulevards,48.871464,2.343082,0,tel:%2B33%206%2051%2052%2048%2041,404,01:30:00,"Boulevard Montmartre, 75008 Paris France",Neighborhood: Opéra / Bourse,96,"#256 of 3,296 things to do in Paris",Architectural Buildings,Call
257,Église Saint-Vincent-de-Paul,48.87939,2.35117,0,/RestaurantsNear-g187147-d3291254-Eglise_Saint_Vincent_de_Paul-Paris_Ile_de_France.html,"9:00 AM - 12:00 PM, 4:30 PM - 7:30 PM",01:30:00,"5 rue de Belzunce, 75010 Paris France",Neighborhood: 10th Arr. - Entrepôt,57,"#266 of 3,296 things to do in Paris",Churches & Cathedrals,
258,Diva's Kabaret,48.8578,2.35801,0,http://divas-kabaret.fr,404,02:30:00,"33 rue des Rosiers, 75004 Paris France",Neighborhood: Saint-Gervais,81,"#22 of 3,296 things to do in Paris",Cabarets,Visit websiteCallEmail
259,Pont de l'Archevêché,48.85183,2.35174,0,/RestaurantsNear-g187147-d3140972-Pont_de_l_Archeveche-Paris_Ile_de_France.html,404,01:30:00,404,Neighborhood: Ile de la Cité / Ile Saint-Louis,406,"#149 of 3,296 things to do in Paris",Bridges,
260,Le Grand Point Virgule,48.84349,2.322733,0,http://www.legrandpointvirgule.com/content/desperate-housemen,404,01:30:00,"8Bis Rue De L'Arrivée, 75015 Paris France",Neighborhood: Montparnasse,290,"#66 of 3,296 things to do in Paris",Theaters,Visit websiteCallEmail
261,Basilique Sainte Clotilde,48.85833,2.31924,0,http://www.sainte-clotilde.com/,10:00 AM - 8:00 PM,01:30:00,"Rue Las-Cases, 75007 Paris France",Neighborhood: Tour Eiffel / Invalides,61,"#280 of 3,296 things to do in Paris",Religious Sites,Visit website
263,Théâtre des Deux Anes,48.8841,2.331536,0,http://www.2anes.com,404,01:30:00,"100 boulevard de Clichy, 75018 Paris France",Neighborhood: 18th Arr. - Buttes-Montmartre,104,"#177 of 3,296 things to do in Paris",Theaters,Visit websiteCall
264,Les salons Hoche,48.877056,2.304121,0,http://www.salons-hoche.fr,12:00 AM - 11:59 PM,01:30:00,"Avenue Hoche 9 Avenue Hoche, 75008 Paris France",Neighborhood: 8th Arr. - Élysée,88,"#138 of 3,296 things to do in Paris",Convention Centers,Visit websiteCallEmail
265,La Maison de Dalida,48.88691,2.33714,0,http://dalida.com/maison-de-dalida.html,404,01:30:00,"Rue d'Orchamp, 75018 Paris France",Neighborhood: 18th Arr. - Buttes-Montmartre,33,"#448 of 3,296 things to do in Paris",Speciality Museums,Visit website
266,Square René Viviani,48.852283,2.34776,0,/RestaurantsNear-g187147-d6415334-Square_Rene_Viviani-Paris_Ile_de_France.html,404,01:30:00,404,Neighborhood: 5th Arr. - Panthéon,68,"#236 of 3,296 things to do in Paris",Points of Interest & Landmarks,
267,Le Kiosque des Noctambules,48.86261,2.33661,0,/RestaurantsNear-g187147-d4878182-Le_Kiosque_des_Noctambules-Paris_Ile_de_France.html,404,01:30:00,"12 Place Colette Domaine National du Palais-Royal, 75001 Paris France",Neighborhood: Louvre / Palais-Royal,94,"#320 of 3,296 things to do in Paris",Points of Interest & Landmarks,
268,Montagne Sainte-Genevieve,48.848064,2.348495,0,http://www.montagnesaintegenevieve.org/,404,01:30:00,404,Neighborhood: 5th Arr. - Panthéon,41,"#397 of 3,296 things to do in Paris",Neighborhoods,Visit website
269,Triumphal Way (Voie Triomphale),48.88582,2.31406,0,tel:%2B33%202%2062%2086%2046%2021,404,01:30:00,404,Neighborhood: Batignolles,272,"#42 of 3,296 things to do in Paris",Points of Interest & Landmarks • Historic Walking Areas,Call
270,Gare de Paris-Est,48.876755,2.359341,0,http://www.gares-sncf.com/fr/gare/frpst/paris-est,404,01:00:00,"Place du 11 Novembre 1918, 75010 Paris France",Neighborhood: 10th Arr. - Entrepôt,177,"#235 of 3,296 things to do in Paris",Points of Interest & Landmarks • Architectural Buildings,Visit website
271,Marché St. Germain,48.851795,2.336339,0,http://www.parisinfo.com/shopping/73867/Marche-couvert-Saint-Germain,404,01:00:00,"4 rue Lobineau angles rue Mabillon - rue de Seine - rue Clement, 75006 Paris France",Neighborhood: 6th Arr. - Luxembourg,36,"#455 of 3,296 things to do in Paris",Farmers Markets,Visit websiteCall
272,Cite des sciences et de l'industrie,48.89541,2.387744,0,http://www.cite-sciences.fr/fr/accueil/,10:00 AM - 7:00 PM,01:30:00,"30 avenue Corentin Cariou La Villette, 75019 Paris France",Neighborhood: 19th Arr. - Buttes-Chaumont,"1,596","#463 of 3,296 things to do in Paris",Science Museums • Children's Museums,Visit websiteCallEmail
273,Place Monge,48.842922,2.351955,0,http://notre-dame.pharmacie-monge.fr,404,01:30:00,404,Neighborhood: 5th Arr. - Panthéon,92,"#330 of 3,296 things to do in Paris",Flea & Street Markets,Visit websiteCall
274,Passerelle Leopold-Sedar-Senghor,48.861977,2.324822,0,/RestaurantsNear-g187147-d1963426-Passerelle_Leopold_Sedar_Senghor-Paris_Ile_de_France.html,404,01:30:00,404,Neighborhood: 1st Arr. - Louvre,114,"#293 of 3,296 things to do in Paris",Bridges,
275,Eglise Saint-Louis en l'Ile,48.851288,2.35758,0,http://www.saintlouisenlile.catholique.fr,404,01:30:00,404,Neighborhood: Ile de la Cité / Ile Saint-Louis,72,"#255 of 3,296 things to do in Paris",Churches & Cathedrals,Visit websiteCall
276,The American Church in Paris,48.86226,2.3066,0,http://www.acparis.org/,404,01:30:00,"65 quai D Orsay, 75007 Paris France",Neighborhood: Gros-Caillou,53,"#329 of 3,296 things to do in Paris",Churches & Cathedrals,Visit websiteCall
277,Place de la Bastille,48.853188,2.36915,0,https://www.parisinfo.com/transports/90952/Place-de-la-Bastille,404,01:30:00,"Place de la Bastille 75011, 75011 Paris France",Neighborhood: Bastille / Oberkampf,"1,517","#265 of 3,296 things to do in Paris",Historic Sites • Neighborhoods • Points of Interest & Landmarks,Visit websiteCall
278,Square Jean XXIII,48.8528,2.348781,0,/RestaurantsNear-g187147-d6924531-Square_Jean_XXIII-Paris_Ile_de_France.html,9:00 AM - 5:45 PM,01:30:00,"1 Square Jean XXIII, 75004 Paris France",Neighborhood: Ile de la Cité / Ile Saint-Louis,111,"#224 of 3,296 things to do in Paris",Points of Interest & Landmarks,
279,Place Ste. Catherine,48.855385,2.362733,0,tel:%2B33%201%2040%2009%2005%2033,404,01:30:00,404,Neighborhood: Saint-Gervais,60,"#304 of 3,296 things to do in Paris",Points of Interest & Landmarks,Call
280,Cathédrale Saint-Alexandre-Nevsky,48.8777,2.30153,0,http://www.cathedrale-orthodoxe.com,3:00 PM - 5:00 PM,01:30:00,"12 rue Daru, 75008 Paris France",Neighborhood: 8th Arr. - Élysée,63,"#261 of 3,296 things to do in Paris",Churches & Cathedrals,Visit websiteCall
281,Aquarium de Paris - CineAqua,48.86262,2.288731,0,http://www.cineaqua.com/index.php/fr,10:00 AM - 7:00 PM,03:00:00,"5 avenue Albert de Mun, 75116 Paris France",Neighborhood: 16th Arr. - Passy,"1,504","#974 of 3,296 things to do in Paris",Aquariums,Visit websiteCallEmail
282,Porte Saint-Denis,48.86945,2.35291,0,/RestaurantsNear-g187147-d7140059-Porte_Saint_Denis-Paris_Ile_de_France.html,404,01:30:00,"19 boulevard Saint Denis, 75002 Paris France",Neighborhood: Bonne-Nouvelle,102,"#358 of 3,296 things to do in Paris",Points of Interest & Landmarks,
283,Eglise Saint-François-Xavier,48.85103,2.3127,0,http://www.sfx-paris.fr,7:45 AM - 7:30 PM,01:30:00,"12 Place du President Mithouard, 75007 Paris France",Neighborhood: Ecole-Militaire,44,"#298 of 3,296 things to do in Paris",Churches & Cathedrals,Visit websiteCall
284,Cimetiere de Passy,48.8619,2.28523,0,http://equipement.paris.fr/cimetiere-de-passy-4481,9:00 AM - 5:45 PM,01:30:00,"2 rue du Commandant Schloesing 16e, 75116 Paris France",Neighborhood: 16th Arr. - Passy,71,"#281 of 3,296 things to do in Paris",Historic Sites • Cemeteries,Visit websiteCall
285,Office du Tourisme et des Congrès de Paris,48.85691,2.352793,0,http://www.parisinfo.com,10:00 AM - 5:45 PM,01:30:00,"29 rue de Rivoli Hôtel de Ville, 75004 Paris France",Neighborhood: Le Marais,"2,485","#225 of 3,296 things to do in Paris",Visitor Centers,Visit websiteCall
