,title,lat,lng,price,link,time,duration,address,neighborhood,points,obs,category,mail
1683,L'Art Industriel,48.86593,2.31382,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:00:00,"Avenue Winston Churchill, 75008 Paris France",Neighborhood: Champs-Élysées,4,"#1,156 of 3,296 things to do in Paris",Monuments & Statues,
1684,"Statue ""La Loi""",48.860565,2.318332,0,404,404,01:00:00,"Place du Palais Bourbon, 75007 Paris France",Neighborhood: Tour Eiffel / Invalides,5,"#1,067 of 3,296 things to do in Paris",Monuments & Statues,Visit website
1685,Atlante et Cariatide,48.82793,2.331689,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:00:00,"20bis, rue d'Alésia, 75014 Paris France",Neighborhood: Petit-Montrouge,1,"#2,172 of 3,296 things to do in Paris",Monuments & Statues,
1686,Sculptures D'Henri Bouchard,48.84938,2.32767,0,404,404,01:00:00,"67 boulevard Raspail, 75006 Paris France",Neighborhood: 6th Arr. - Luxembourg,1,"#2,180 of 3,296 things to do in Paris",Monuments & Statues,Visit website
1687,Immeuble Les Chardons,48.85884,2.28237,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:30:00,"9 rue Claude Chahu, 75116 Paris France",Neighborhood: 16th Arr. - Passy,3,"#2,388 of 3,296 things to do in Paris",Points of Interest & Landmarks • Architectural Buildings,
1688,Sculpture Energies,48.86003,2.34645,0,/Restaurants-g187147-Paris_Ile_de_France.html,12:00 AM - 11:59 PM,01:30:00,"Chatelet-Les Halles Station In the room Échanges, 75001 Paris France",Neighborhood: Les Halles,1,"#1,587 of 3,296 things to do in Paris",Monuments & Statues,
1689,Fresque Victor Schoelcher,48.84639,2.34923,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:00:00,"21 rue Descartes, 75005 Paris France",Neighborhood: 5th Arr. - Panthéon,2,"#1,535 of 3,296 things to do in Paris",Points of Interest & Landmarks,
1690,Square Georges-Lamarque,48.83454,2.33099,0,404,404,01:00:00,"8 Place Denfert Rochereau, 75014 Paris France",Neighborhood: Montparnasse,2,"#1,247 of 3,296 things to do in Paris",Playgrounds,Visit websiteCall
1691,Square de la Salamandre,48.85807,2.40676,0,404,404,01:00:00,"16 Square de la Salamandre, 75020 Paris France",Neighborhood: Charonne,2,"#2,612 of 3,296 things to do in Paris",Parks,Visit website
1692,Fresque Charlie Hebdo 5,48.85906,2.37017,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:00:00,"10 rue Nicolas Appert, 75011 Paris France",Neighborhood: Bastille / Oberkampf,3,"#1,196 of 3,296 things to do in Paris",Points of Interest & Landmarks,
1693,Monument a Francois Coppee,48.85107,2.31448,0,404,404,01:00:00,"1 Place Andre Tardieu Eglise Saint Francois Xavier, 75007 Paris France",Neighborhood: Ecole-Militaire,2,"#1,926 of 3,296 things to do in Paris",Monuments & Statues,Visit website
1694,Statue Flore,48.86173,2.33384,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:00:00,"Jardin du Carrousel, 75001 Paris France",Neighborhood: Louvre / Palais-Royal,3,"#1,629 of 3,296 things to do in Paris",Monuments & Statues,
1695,Enseigne du Rémouleur,48.85462,2.3588,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:30:00,"1 rue de Fourcy À l’angle de la Rue de Fourcy et de la Rue de Jouy, 75004 Paris France",Neighborhood: Saint-Gervais,2,"#2,289 of 3,296 things to do in Paris",Points of Interest & Landmarks,
1696,Fresque Jeune Metisse,48.89032,2.38394,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:00:00,"Quai de la Marne, 75019 Paris France",Neighborhood: 19th Arr. - Buttes-Chaumont,3,"#1,684 of 3,296 things to do in Paris",Points of Interest & Landmarks,
1697,Square Raoul Nordling,48.852566,2.381519,0,404,404,01:00:00,"28 rue Saint Bernard, 75011 Paris France",Neighborhood: Bercy / Nation,1,"#2,795 of 3,296 things to do in Paris",Parks,Visit website
1698,Jardins Abbé-Pierre - Grands-Moulins,48.83008,2.3804,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:00:00,"15 rue Thomas Mann, 75013 Paris France",Neighborhood: 17th Arr. - Gobelins,3,"#2,329 of 3,296 things to do in Paris",Gardens,
1699,Immeuble Art-Nouveau,48.83596,2.33156,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:00:00,"276 boulevard Raspail, 75014 Paris France",Neighborhood: Montparnasse,2,"#1,432 of 3,296 things to do in Paris",Points of Interest & Landmarks,
1700,Square du docteur Calmette,48.82887,2.29874,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:00:00,"2 rue Jean Sicard, 75015 Paris France",Neighborhood: Saint-Lambert,1,"#2,216 of 3,296 things to do in Paris",Parks,
1701,Jeanne d'Arc Liberatrice de la France,48.83839,2.35676,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:00:00,"Boulevard Saint Marcel, 75013 Paris France",Neighborhood: 5th Arr. - Panthéon,2,"#2,287 of 3,296 things to do in Paris",Monuments & Statues,
1702,Eglise Notre Dame de la Nativite de Bercy,48.83618,2.38675,0,404,404,01:30:00,"Place Lachambeaudie, 75012 Paris France",Neighborhood: 12th Arr. - Reuilly,4,"#1,664 of 3,296 things to do in Paris",Churches & Cathedrals,Visit websiteCall
1703,Statue Les Naufrages,48.82446,2.33985,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:00:00,"2 rue Gazan, 75014 Paris France",Neighborhood: Parc-de-Montsouris,2,"#2,866 of 3,296 things to do in Paris",Monuments & Statues,
1704,Le Temple de l'Amicale des Teochew,48.82345,2.36581,0,404,404,01:00:00,"44 Avenue d Ivry, 75013 Paris France",Neighborhood: Place d'Italie / Quartier Asiatique,4,"#964 of 3,296 things to do in Paris",Religious Sites,Call
1705,Buste d'Henry Murger,48.84429,2.33594,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:00:00,"Rue Auguste Comte Jardin du Luxembourg, 75006 Paris France",Neighborhood: 6th Arr. - Luxembourg,4,"#2,377 of 3,296 things to do in Paris",Monuments & Statues,
1706,Colonne de la Victoire,48.86727,2.353728,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:00:00,"Square Emile Chautemps, 75003 Paris France",Neighborhood: 3rd Arr. - Temple,5,"#1,647 of 3,296 things to do in Paris",Monuments & Statues,
1707,Statue de Georges Bernanos,48.84023,2.33733,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:00:00,"Avenue Georges Bernanos, 75005 Paris France",Neighborhood: 5th Arr. - Panthéon,3,"#3,067 of 3,296 things to do in Paris",Monuments & Statues,
1708,Jardin Juan-Miro,48.81982,2.36116,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:30:00,"5 allee Marc Chagall 40 Rue Gandon, 75013 Paris France",Neighborhood: Place d'Italie / Quartier Asiatique,2,"#2,341 of 3,296 things to do in Paris",Gardens,
1709,Fontaine De La Roquette,48.85563,2.37493,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:00:00,"70 rue de la Roquette, 75011 Paris France",Neighborhood: Bastille / Oberkampf,2,"#2,239 of 3,296 things to do in Paris",Fountains,
1710,Fresque Berty Albrecht,48.84638,2.34306,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:00:00,"176 rue Saint Jacques, 75005 Paris France",Neighborhood: 5th Arr. - Panthéon,2,"#1,507 of 3,296 things to do in Paris",Points of Interest & Landmarks,
1711,Statue La Reconciliation,48.87467,2.35746,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:00:00,"Square Saint Laurent, 75010 Paris France",Neighborhood: 10th Arr. - Entrepôt,2,"#2,241 of 3,296 things to do in Paris",Monuments & Statues,
1712,Fresque Fillettes Triquis,48.876675,2.354013,0,/Restaurants-g187147-Paris_Ile_de_France.html,12:00 AM - 11:59 PM,01:00:00,"Cité de Chabrol Face à la Maison de Mai, 75010 Paris France",Neighborhood: Porte-Saint-Denis,1,"#2,119 of 3,296 things to do in Paris",Points of Interest & Landmarks,
1713,Statue la Venus des Arts,48.85526,2.33725,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:00:00,"Rue Jacques Callot, 75006 Paris France",Neighborhood: 6th Arr. - Luxembourg,6,"#2,114 of 3,296 things to do in Paris",Monuments & Statues,
1714,Jardin du Monument aux Meres Francaises,48.81994,2.35641,0,404,404,01:30:00,"21 boulevard Kellermann, 75013 Paris France",Neighborhood: Maison-Blanche,3,"#1,656 of 3,296 things to do in Paris",Parks • Gardens,Visit website
1715,Fontaine du Fellah,48.84932,2.32206,0,/RestaurantsNear-g187147-d8702820-Fontaine_du_Fellah-Paris_Ile_de_France.html,404,01:00:00,"42 rue de Sevres, 75007 Paris France",Neighborhood: Tour Eiffel / Invalides,12,"#1,181 of 3,296 things to do in Paris",Monuments & Statues • Fountains,
1716,Statue de Bernardin de Saint Pierre,48.84192,2.35575,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:00:00,"Rue Geoffroy Saint Hilaire Jardin des Plantes, 75005 Paris France",Neighborhood: 5th Arr. - Panthéon,4,"#1,470 of 3,296 things to do in Paris",Monuments & Statues,
1717,Fontaines de la Place Alphonse Laveran,48.84094,2.34105,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:00:00,"Place Alphonse Laveran, 75005 Paris France",Neighborhood: 5th Arr. - Panthéon,2,"#1,494 of 3,296 things to do in Paris",Fountains,
1718,Place du 8 Fevrier 1962,48.85471,2.38533,0,/RestaurantsNear-g187147-d4223918-Place_du_8_Fevrier_1962-Paris_Ile_de_France.html,404,01:30:00,"Place du 8 Fevrier 1962, 75011 Paris France",Neighborhood: Roquette,10,"#2,978 of 3,296 things to do in Paris",Points of Interest & Landmarks,
1719,Adrien Kavachnina,48.87145,2.315568,0,404,404,01:00:00,"104 rue du Faubourg Saint Honore, 75008 Paris France",Neighborhood: 8th Arr. - Élysée,9,"#731 of 3,296 things to do in Paris",Art Galleries,Visit websiteCallEmail
1720,Le Mémorial de la campagne de Tunisie,48.86278,2.30618,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:00:00,"1 Esplanade Habib Bourguiba In front of 65, quai d'Orsay, 75007 Paris France",Neighborhood: Gros-Caillou,3,"#1,260 of 3,296 things to do in Paris",Monuments & Statues,
1721,Cour Alsace Lorraine,48.84546,2.389056,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:00:00,"67 rue de Reuilly, 75012 Paris France",Neighborhood: 12th Arr. - Reuilly,1,"#2,804 of 3,296 things to do in Paris",Points of Interest & Landmarks,
1722,Cariatides de Fonte,48.87398,2.34933,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:00:00,"48 rue des Petites Ecuries, 75010 Paris France",Neighborhood: Porte-Saint-Denis,1,"#2,293 of 3,296 things to do in Paris",Monuments & Statues,
1723,Fresque La Terre,48.84201,2.32224,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:00:00,"Rue Alleray, 75015 Paris France",Neighborhood: Montparnasse,2,"#2,018 of 3,296 things to do in Paris",Points of Interest & Landmarks,
1724,Fresque Un totem dans la ville,48.8305,2.29721,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:00:00,"14 rue des Perichaux, 75015 Paris France",Neighborhood: Saint-Lambert,1,"#2,147 of 3,296 things to do in Paris",Points of Interest & Landmarks,
1725,Hotel de Brienne,48.85943,2.31953,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:30:00,"14 rue Saint Dominique, 75007 Paris France",Neighborhood: Tour Eiffel / Invalides,3,"#1,054 of 3,296 things to do in Paris",Government Buildings,
1726,galerie 3 cerises sur une étagère,48.85512,2.33775,0,404,404,01:30:00,"48 rue Mazarine Paris 6, 75006 Paris France",Neighborhood: 6th Arr. - Luxembourg,2,"#1,108 of 3,296 things to do in Paris",Points of Interest & Landmarks,Visit website
1727,Fresque Du Côté de Belleville,48.876026,2.402629,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:00:00,"Rue de Belleville, 75020 Paris France",Neighborhood: Amérique,1,"#2,117 of 3,296 things to do in Paris",Points of Interest & Landmarks,
1728,Piscine Château des Rentiers,48.83094,2.362236,0,404,404,01:30:00,"184 rue du Chateau des Rentiers, 75013 Paris France",Neighborhood: Place d'Italie / Quartier Asiatique,3,"#3,093 of 3,296 things to do in Paris",Sports Complexes,Visit websiteCall
1729,Square du Clos Feuquières,48.83608,2.29048,0,404,404,01:00:00,"30 rue Desnouettes, 75015 Paris France",Neighborhood: Saint-Lambert,2,"#2,367 of 3,296 things to do in Paris",Parks,Visit website
1730,French Arts Factory,48.8565,2.33668,0,404,404,01:00:00,"19 rue de Seine, 75006 Paris France",Neighborhood: 6th Arr. - Luxembourg,24,"#476 of 3,296 things to do in Paris",Art Galleries,Visit websiteCall
1731,Square Robert Schuman,48.86913,2.272783,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:00:00,"41 avenue du Marechal Fayolle, 75116 Paris France",Neighborhood: 16th Arr. - Passy,3,"#2,981 of 3,296 things to do in Paris",Parks,
1732,Impasse des Arbalétriers,48.85835,2.35944,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:00:00,"36 rue des Francs Bourgeois, 75003 Paris France",Neighborhood: 3rd Arr. - Temple,2,"#1,437 of 3,296 things to do in Paris",Points of Interest & Landmarks,
1733,Square Charles Victor Langlois,48.8586,2.35791,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:00:00,"6 rue des Blancs Manteaux, 75004 Paris France",Neighborhood: Saint-Gervais,2,"#2,181 of 3,296 things to do in Paris",Parks,
1734,Fcom France,48.86527,2.33439,0,404,8:30 AM - 6:30 PM,03:00:00,"11 avenue de l Opera, 75001 Paris France",Neighborhood: Palais-Royal,9,"#2,385 of 3,296 things to do in Paris",Points of Interest & Landmarks,Visit websiteCallEmail
1735,Immeuble Art-Deco,48.86755,2.2857,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:00:00,"61 avenue Raymond Poincare, 75116 Paris France",Neighborhood: 16th Arr. - Passy,2,"#3,024 of 3,296 things to do in Paris",Points of Interest & Landmarks,
1736,Chapelle Notre Dame des Anges,48.84622,2.32383,0,404,404,01:00:00,"102 rue de Vaugirard, 75006 Paris France",Neighborhood: 6th Arr. - Luxembourg,1,"#2,345 of 3,296 things to do in Paris",Churches & Cathedrals,Visit websiteCall
1737,Square Francis Lemarque,48.85606,2.376842,0,404,8:00 AM - 6:00 PM,01:00:00,"31-33 Passage Charles-Dallery, 75011 Paris France",Neighborhood: Bastille / Oberkampf,2,"#2,796 of 3,296 things to do in Paris",Parks,Visit website
1738,Fontaine Pastorale,48.85355,2.33442,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:00:00,"Square Felix Desruelles, 75006 Paris France",Neighborhood: Saint-Germain-des-Prés,3,"#2,360 of 3,296 things to do in Paris",Fountains,
1739,Monument a Raspail,48.83486,2.33155,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:00:00,"Square Jacques Antoine, 75014 Paris France",Neighborhood: Montparnasse,2,"#3,020 of 3,296 things to do in Paris",Monuments & Statues,
1740,Puits Artésien du square de la Madone,48.892677,2.361537,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:00:00,"Square de la Madone, 75018 Paris France",Neighborhood: 18th Arr. - Buttes-Montmartre,1,"#2,787 of 3,296 things to do in Paris",Fountains,
1741,Statue La Maternité,48.840088,2.300678,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:00:00,"Square Adolphe-Chérioux, 75015 Paris France",Neighborhood: Saint-Lambert,2,"#2,218 of 3,296 things to do in Paris",Monuments & Statues,
1742,Monument à Ferdinand Fabre,48.83858,2.29505,0,404,404,01:00:00,"Rue Médicis Rue Vaugirard, 75006 Paris France",Neighborhood: Saint-Lambert,3,"#1,940 of 3,296 things to do in Paris",Points of Interest & Landmarks • Monuments & Statues,Visit websiteCall
1743,Fontaine des Haudriettes,48.86109,2.35786,0,404,404,01:00:00,"53 rue des Archives, 75003 Paris France",Neighborhood: 3rd Arr. - Temple,4,"#1,644 of 3,296 things to do in Paris",Points of Interest & Landmarks • Fountains,Visit website
1744,L'Art et la Nature,48.86597,2.31457,0,/Restaurants-g187147-Paris_Ile_de_France.html,12:00 AM - 11:59 PM,01:00:00,"3 avenue Winston Churchill, 75008 Paris France",Neighborhood: Champs-Élysées,7,"#780 of 3,296 things to do in Paris",Monuments & Statues,
1745,Fresque La Danseuse de Faile,48.833668,2.363358,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:00:00,"110 rue Jeanne D Arc, 75013 Paris France",Neighborhood: Salpêtrière,3,"#1,194 of 3,296 things to do in Paris",Points of Interest & Landmarks,
1746,Le Fronton l'Enlèvement d'Europe,48.86817,2.39997,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:00:00,"L'aile de Flore Louvre, 75020 Paris France",Neighborhood: Belleville / Père Lachaise,3,"#1,639 of 3,296 things to do in Paris",Monuments & Statues,
1747,Porte chinoise,48.83525,2.40943,0,404,404,01:00:00,"Jardin Tropical, 75012 Paris France",Neighborhood: Bercy / Nation,1,"#1,954 of 3,296 things to do in Paris",Points of Interest & Landmarks,Visit website
1748,Jardins Rosa-Luxemburg,48.88956,2.363486,0,404,404,01:30:00,"63 Quater Rue Riquet, 75018 Paris France",Neighborhood: 18th Arr. - Buttes-Montmartre,1,"#2,335 of 3,296 things to do in Paris",Gardens,Visit website
1749,Fresque Femme Lapine,48.86905,2.39367,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:00:00,"33 rue du Retrait, 75020 Paris France",Neighborhood: Belleville / Père Lachaise,2,"#1,299 of 3,296 things to do in Paris",Points of Interest & Landmarks,
1751,"Fresque ""Tétris""",48.86977,2.39361,0,404,404,01:00:00,"119 rue de Menilmontant, 75020 Paris France",Neighborhood: Belleville / Père Lachaise,3,"#2,638 of 3,296 things to do in Paris",Points of Interest & Landmarks,Visit website
1752,Fresque Rene Cassin,48.84806,2.34604,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:00:00,"13 impasse Chartiere, 75005 Paris France",Neighborhood: 5th Arr. - Panthéon,3,"#1,062 of 3,296 things to do in Paris",Points of Interest & Landmarks,
1753,Fresque murale Jeune graffeuse,48.833164,2.362093,0,404,404,01:00:00,404,Neighborhood: Salpêtrière,2,"#1,248 of 3,296 things to do in Paris",Points of Interest & Landmarks,Visit website
1754,Theatre Astral,48.84462,2.4384,0,/Restaurants-g187147-Paris_Ile_de_France.html,3:00 PM - 6:00 PM,01:30:00,404,Neighborhood: 12th Arr. - Reuilly,4,"#1,578 of 3,296 things to do in Paris",Theaters,
1755,La Fontaine aux Lions,48.84968,2.39196,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:00:00,"Allée Chevreul Jardin des Plantes, 75005 Paris France",Neighborhood: 11th Arr. - Popincourt,2,"#2,240 of 3,296 things to do in Paris",Fountains,
1756,Square Ernest Gouin,48.89382,2.31747,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:00:00,"Rue Boulay, 75017 Paris France",Neighborhood: Épinettes,2,"#3,081 of 3,296 things to do in Paris",Parks,
1757,Square Bréguet Sabin,48.85668,2.37117,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:00:00,"28 boulevard Richard Lenoir, 75011 Paris France",Neighborhood: Bastille / Oberkampf,1,"#2,838 of 3,296 things to do in Paris",Parks,
1758,Sculpture Alexandre Pouchkine,48.84512,2.25573,0,404,404,01:00:00,"Avenue du General Sarrail poetes Garden, 75016 Paris France",Neighborhood: 16th Arr. - Passy,1,"#2,250 of 3,296 things to do in Paris",Monuments & Statues,Visit website
1759,Square du Tchad,48.84656,2.2561,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:00:00,"8 avenue du General Sarrail, 75016 Paris France",Neighborhood: 16th Arr. - Passy,1,"#2,844 of 3,296 things to do in Paris",Parks,
1760,Le joueur de billes,48.88031,2.309108,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:00:00,404,Neighborhood: 8th Arr. - Élysée,4,"#1,679 of 3,296 things to do in Paris",Monuments & Statues,
1761,Theatre des Abbesses,48.88482,2.33737,0,404,404,01:30:00,"31 rue des Abbesses, 75018 Paris France",Neighborhood: Grandes-Carrières,2,"#1,241 of 3,296 things to do in Paris",Theaters,Visit websiteCallEmail
1762,Fresque Don Quichotte,48.861385,2.357789,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:00:00,"Rue des Haudriettes, 75003 Paris France",Neighborhood: 3rd Arr. - Temple,2,"#1,491 of 3,296 things to do in Paris",Points of Interest & Landmarks,
1763,"Fresque ""Le domaine des souris""",48.82678,2.33364,0,404,404,01:00:00,"Rue de l'Aude, angle rue Maurice Loewy, 75014 Paris France",Neighborhood: Parc-de-Montsouris,1,"#2,035 of 3,296 things to do in Paris",Points of Interest & Landmarks,Visit website
1764,Fresque Liberte Egalite Fraternite,48.83265,2.36247,0,404,12:00 AM - 11:59 PM,01:00:00,"190 rue Nationale Corner Boulevard Vincent Auriol, 75013 Paris France",Neighborhood: Place d'Italie / Quartier Asiatique,3,"#1,178 of 3,296 things to do in Paris",Points of Interest & Landmarks,Visit website
1765,Fontaine Maubuée,48.86099,2.35125,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:00:00,"129 rue Saint Martin, 75004 Paris France",Neighborhood: 4th Arr. - Hôtel-de-Ville,3,"#2,923 of 3,296 things to do in Paris",Fountains,
1766,Immeuble Art-Nouveau,48.87923,2.34955,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:00:00,"16 rue d Abbeville, 75010 Paris France",Neighborhood: 10th Arr. - Entrepôt,1,"#2,292 of 3,296 things to do in Paris",Points of Interest & Landmarks,
1767,Buste de Jean-Baptiste Chardin,48.85073,2.33264,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:00:00,"Mairie du 6ème arr., 75006 Paris France",Neighborhood: 6th Arr. - Luxembourg,1,"#2,202 of 3,296 things to do in Paris",Monuments & Statues,
1768,Buste de Jean Baptiste Carpeaux,48.891716,2.331818,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:00:00,"23 rue Carpeaux Square Carpeaux, 75018 Paris France",Neighborhood: 18th Arr. - Buttes-Montmartre,1,"#2,217 of 3,296 things to do in Paris",Monuments & Statues,
1769,Sculpture Confidence,48.86263,2.325082,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:00:00,"1 Jardin des Tuileries, 75001 Paris France",Neighborhood: Louvre / Palais-Royal,3,"#2,245 of 3,296 things to do in Paris",Monuments & Statues,
1770,Sculpture Maternite,48.880653,2.362196,0,/Restaurants-g187147-Paris_Ile_de_France.html,12:00 AM - 11:59 PM,01:00:00,"Carrefour of rue Lafayette and rue du Châeau Landon Place Dulcie September, 75010 Paris France",Neighborhood: 10th Arr. - Entrepôt,2,"#1,496 of 3,296 things to do in Paris",Monuments & Statues,
1771,Fontaine de Neptune,48.84782,2.32309,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:00:00,"86 rue du Cherche Midi, 75006 Paris France",Neighborhood: 6th Arr. - Luxembourg,2,"#1,728 of 3,296 things to do in Paris",Fountains,
1772,Cariatides de la rue d'Assas,48.848644,2.328975,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:00:00,"20 rue d Assas, 75006 Paris France",Neighborhood: 6th Arr. - Luxembourg,1,"#2,187 of 3,296 things to do in Paris",Monuments & Statues,
1773,Le Fronton La Gloire,48.84982,2.26645,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:00:00,"L'aile de Flore Louvre, 75020 Paris France",Neighborhood: 16th Arr. - Passy,3,"#1,634 of 3,296 things to do in Paris",Monuments & Statues,
1774,Buste de Samuel de Champlain,48.87184,2.31827,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:00:00,"1 Place du Canada, 75008 Paris France",Neighborhood: 8th Arr. - Élysée,2,"#2,271 of 3,296 things to do in Paris",Monuments & Statues,
1775,Le Botteleur,48.861626,2.379183,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:00:00,"Square Maurice Gardette, 75011 Paris France",Neighborhood: Saint-Ambroise,1,"#2,249 of 3,296 things to do in Paris",Monuments & Statues,
1776,Monument aux Morts de 14-18,48.84111,2.38832,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:00:00,"130 avenue Daumesnil, 75012 Paris France",Neighborhood: 12th Arr. - Reuilly,2,"#1,426 of 3,296 things to do in Paris",Monuments & Statues,
1777,Fresque Triptyque,48.89032,2.38394,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:00:00,"Quai de la Marne, 75019 Paris France",Neighborhood: 19th Arr. - Buttes-Chaumont,3,"#2,707 of 3,296 things to do in Paris",Points of Interest & Landmarks,
1778,Tribunal de Paris,48.89636,2.30866,0,404,404,01:30:00,"Parvis du Tribunal de Paris, 75017 Paris France",Neighborhood: Batignolles,3,"#1,231 of 3,296 things to do in Paris",Government Buildings,Visit websiteCall
1779,Bas-reliefs de la rue Barrault,48.82648,2.34649,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:00:00,"46 rue Barrault, 75013 Paris France",Neighborhood: Butte-aux-Cailles,1,"#2,188 of 3,296 things to do in Paris",Monuments & Statues,
1780,La Statue d'Aphrodite,48.8631,2.34197,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:00:00,"Louvre Cour carrée - Aile Sud, 75001 Paris France",Neighborhood: Les Halles,1,"#2,282 of 3,296 things to do in Paris",Monuments & Statues,
1781,Theatre Pixel,48.89538,2.35108,0,404,2:00 PM - 10:00 PM,01:30:00,"18 rue Championnet, 75018 Paris France",Neighborhood: 18th Arr. - Buttes-Montmartre,3,"#2,953 of 3,296 things to do in Paris",Theaters,Visit websiteCall
1782,Statue Alexandre Combattant,48.86311,2.3285,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:00:00,"Rue de Rivoli Jardin des Tuileries, 75001 Paris France",Neighborhood: Louvre / Palais-Royal,5,"#2,376 of 3,296 things to do in Paris",Points of Interest & Landmarks • Monuments & Statues,
1783,Musée du barreau de Paris,48.86401,2.34502,0,404,10:00 AM - 6:00 PM,01:30:00,"25 rue du Jour, 75001 Paris France",Neighborhood: Les Halles,3,"#2,956 of 3,296 things to do in Paris",Speciality Museums,Visit websiteCall
1784,Fontaine Childebert,48.8484,2.35007,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:00:00,"20 rue Monge Square Paul Langevin, 75005 Paris France",Neighborhood: 5th Arr. - Panthéon,3,"#1,522 of 3,296 things to do in Paris",Fountains,
1785,Vestige du village indochinois,48.83529,2.38502,0,404,404,01:00:00,"Jardin Tropical, 75012 Paris France",Neighborhood: 12th Arr. - Reuilly,1,"#1,952 of 3,296 things to do in Paris",Points of Interest & Landmarks,Visit website
1786,La statue de Marie Stuart,48.84928,2.33651,0,404,404,01:00:00,"Rue Médécis Rue Vaugirard, 75006 Paris France",Neighborhood: 6th Arr. - Luxembourg,4,"#1,229 of 3,296 things to do in Paris",Points of Interest & Landmarks • Monuments & Statues,Visit websiteCall
1787,Buste de Tristan Bernard,48.87909,2.29099,0,/Restaurants-g187147-Paris_Ile_de_France.html,404,01:00:00,"Place Tristan Bernard, 75017 Paris France",Neighborhood: Ternes,1,"#2,879 of 3,296 things to do in Paris",Monuments & Statues,
1788,Statue Pomone dit aussi le printemps,48.86468,2.32056,0,404,404,01:00:00,"Place de la Concorde Prés de L'allée Centrale au Jardin Des Tuileries, 75001 Paris France",Neighborhood: Louvre / Palais-Royal,2,"#1,450 of 3,296 things to do in Paris",Points of Interest & Landmarks • Monuments & Statues,Visit websiteCall
